yearID,Rank,G,W,L,R,AB,H,2B,3B,HR,BB,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,FP,BPF,PPF
1925,7,156,69,85,706,5353,1471,247,74,110,470,774,667,4.33,80,8,13,4161,1560,78,505,492,162,0.97,98,97
1925,2,153,88,64,831,5399,1659,298,79,76,453,713,594,3.87,61,8,18,4143,1468,60,544,495,214,0.96,107,106
1925,6,153,68,85,812,5412,1598,288,58,100,456,930,753,5.02,69,8,9,4050,1753,117,444,371,211,0.96,108,112
1925,1,153,95,58,912,5372,1651,316,105,78,499,715,582,3.87,77,2,13,4062,1526,81,387,386,224,0.96,106,104
1925,3,154,82,71,900,5440,1620,304,68,110,498,906,754,4.92,67,7,10,4137,1588,99,675,419,219,0.96,105,106
1925,4,153,77,76,828,5329,1592,292,80,109,446,764,647,4.36,82,8,7,4005,1480,86,470,428,204,0.96,103,102
1925,1,152,96,55,829,5206,1577,251,71,56,533,670,558,3.7,69,10,21,4074,1434,49,543,463,172,0.97,99,97
1926,8,154,46,107,562,5185,1325,249,54,32,465,835,714,4.72,53,6,5,4086,1520,45,546,336,182,0.97,96,101
1926,6,155,71,82,623,5130,1348,246,62,40,475,705,578,3.82,83,5,9,4083,1440,50,472,517,228,0.96,98,100
1926,7,153,66,86,624,5216,1444,209,62,16,426,719,608,4.01,60,9,9,4095,1536,46,455,408,208,0.96,91,93
1926,5,155,81,72,730,5220,1508,314,60,32,556,665,573,3.74,85,11,12,4140,1426,47,506,458,161,0.97,97,97
1926,4,155,82,72,682,5229,1453,291,49,66,445,602,499,3.26,77,13,14,4134,1407,39,486,508,162,0.97,102,101
1926,2,157,87,67,747,5320,1541,242,120,35,454,651,535,3.42,88,14,8,4224,1449,40,324,424,183,0.97,98,97
1926,2,154,88,66,738,5293,1529,333,49,27,455,612,519,3.4,96,11,4,4122,1412,49,450,381,172,0.97,101,101
1926,6,157,79,75,793,5315,1547,281,90,36,599,830,683,4.41,57,10,18,4182,1570,58,555,469,197,0.96,101,100
1926,5,151,74,77,663,5167,1435,214,58,73,339,668,562,3.77,61,4,15,4023,1370,70,427,419,186,0.97,99,98
1926,1,155,91,63,847,5221,1508,262,75,121,642,713,588,3.86,63,4,20,4116,1442,56,478,486,209,0.96,99,96
1926,3,150,83,67,677,5046,1359,259,65,61,523,570,449,3,62,10,16,4038,1362,38,451,571,173,0.97,106,104
1926,8,152,58,93,687,5254,1479,244,50,75,422,900,746,5.03,68,5,5,4002,1699,68,454,331,223,0.96,108,112
1926,3,157,84,69,769,5312,1514,243,106,44,434,689,562,3.67,83,12,18,4137,1422,50,455,387,220,0.96,105,102
1926,7,155,62,92,682,5259,1449,253,78,72,437,845,708,4.66,64,5,9,4104,1549,86,654,337,228,0.96,105,107
1926,1,156,89,65,817,5381,1541,259,82,90,478,678,570,3.67,90,10,6,4194,1423,76,397,365,198,0.96,104,103
1926,4,152,81,69,802,5223,1525,244,97,43,555,761,650,4.34,65,5,26,4044,1489,45,566,418,184,0.96,98,96
1927,8,154,51,103,597,5207,1348,271,78,28,430,856,716,4.72,63,6,7,4098,1603,56,558,381,222,0.96,98,102
1927,6,154,65,88,541,5193,1314,195,74,39,368,619,513,3.36,74,7,10,4125,1382,63,418,574,226,0.96,100,100
1927,7,155,60,94,651,5370,1498,216,61,37,346,771,652,4.22,52,3,11,4170,1602,43,468,402,231,0.96,92,94
1927,5,153,70,83,662,5157,1433,285,61,36,493,708,594,3.91,85,10,8,4101,1467,55,440,365,180,0.97,98,98
1927,4,153,85,68,750,5303,1505,266,63,74,481,661,562,3.65,75,11,5,4155,1439,50,514,465,181,0.97,101,99
1927,5,153,75,78,643,5185,1439,222,77,29,402,653,538,3.54,87,12,12,4104,1472,36,316,407,165,0.97,97,97
1927,6,153,66,87,668,5202,1471,321,52,26,381,766,642,4.27,72,5,8,4059,1542,37,508,366,202,0.96,101,102
1927,4,156,82,71,845,5299,1533,282,100,51,587,805,638,4.14,75,5,17,4161,1542,52,577,421,209,0.96,101,102
1927,3,155,92,62,817,5372,1594,251,62,109,461,720,609,3.97,65,7,16,4143,1520,77,453,442,195,0.96,99,98
1927,1,155,110,44,975,5347,1644,291,103,158,635,599,494,3.2,82,11,20,4167,1403,42,409,431,196,0.96,98,94
1927,2,155,91,63,841,5296,1606,281,70,56,551,726,610,3.97,66,8,25,4152,1467,65,442,553,194,0.96,105,102
1927,8,155,51,103,678,5317,1487,216,46,57,434,903,807,5.36,81,5,6,4065,1710,84,462,377,168,0.97,95,99
1927,1,156,94,60,817,5397,1648,258,78,54,437,659,563,3.66,90,10,10,4155,1400,58,418,435,187,0.96,107,105
1927,7,155,59,94,724,5220,1440,262,59,55,443,904,744,4.95,80,4,8,4059,1592,79,604,385,248,0.96,103,105
1927,2,153,92,61,754,5207,1450,264,79,84,484,665,542,3.57,89,14,11,4101,1416,72,363,394,213,0.96,105,102
1927,3,157,85,69,782,5389,1549,268,87,29,498,730,618,3.97,62,10,23,4206,1434,53,491,497,194,0.96,99,98
1928,8,154,57,96,589,5132,1356,260,62,38,389,770,659,4.39,70,5,9,4056,1492,49,452,407,172,0.97,96,100
1928,6,155,77,76,665,5243,1393,229,70,66,557,640,504,3.25,75,16,15,4188,1378,59,468,551,217,0.96,99,100
1928,7,153,50,103,631,5228,1439,241,41,52,447,878,730,4.83,54,1,6,4080,1596,100,524,343,193,0.96,94,97
1928,5,155,72,82,656,5207,1405,231,77,24,469,725,609,3.98,88,6,11,4134,1518,66,501,418,184,0.97,98,100
1928,3,154,91,63,714,5260,1460,251,64,92,508,615,521,3.4,75,12,14,4140,1383,56,508,531,156,0.97,99,97
1928,5,153,78,74,648,5184,1449,229,67,32,386,686,600,3.94,68,11,11,4113,1516,58,410,355,162,0.97,98,99
1928,7,155,62,92,674,5386,1535,299,61,34,377,830,684,4.47,71,4,15,4134,1615,52,511,416,221,0.96,101,102
1928,6,154,68,86,744,5292,1476,265,97,62,469,804,659,4.32,65,5,16,4116,1481,58,567,451,212,0.96,102,102
1928,2,155,93,61,807,5459,1600,276,59,118,444,653,568,3.67,79,7,16,4182,1454,77,405,399,178,0.97,100,98
1928,1,154,101,53,894,5337,1578,269,79,133,562,685,571,3.74,82,13,21,4125,1466,59,452,487,199,0.96,98,94
1928,2,153,98,55,829,5226,1540,323,75,89,533,615,510,3.36,81,15,16,4101,1349,66,424,607,183,0.97,103,99
1928,8,152,43,109,660,5234,1396,257,47,85,503,957,835,5.56,42,4,11,4056,1660,108,675,404,179,0.97,106,110
1928,4,152,85,67,837,5371,1659,246,100,52,435,704,594,3.95,82,8,11,4062,1422,66,446,385,201,0.96,104,102
1928,3,154,82,72,772,5217,1431,276,76,63,548,742,637,4.17,80,6,15,4122,1487,93,454,456,184,0.97,103,104
1928,1,154,95,59,807,5357,1505,292,70,113,568,636,531,3.38,83,4,21,4245,1470,86,399,422,152,0.97,103,102
1928,4,155,75,79,718,5320,1510,277,93,40,481,705,597,3.88,77,15,10,4152,1420,40,466,462,180,0.97,99,99
1929,8,155,58,96,605,5160,1377,285,69,28,413,803,672,4.43,84,9,5,4098,1537,78,496,416,218,0.96,97,100
1929,6,153,70,83,755,5273,1535,282,69,99,504,888,742,4.92,59,8,16,4074,1553,92,549,549,192,0.96,98,98
1929,8,154,56,98,657,5291,1481,252,77,33,408,876,769,5.12,78,4,12,4056,1604,103,530,366,204,0.96,95,98
1929,7,152,59,93,627,5248,1406,240,74,37,425,792,665,4.41,78,5,7,4071,1481,84,505,328,190,0.96,98,100
1929,1,156,98,54,982,5471,1655,310,46,139,589,758,646,4.16,79,14,21,4194,1542,77,537,548,154,0.97,100,97
1929,7,155,66,88,686,5269,1478,258,79,34,412,760,671,4.41,75,5,8,4107,1558,61,413,347,162,0.97,95,97
1929,3,152,81,71,717,5187,1525,294,79,62,453,736,608,4.05,80,8,10,4056,1570,56,488,389,198,0.96,103,105
1929,6,155,70,84,926,5592,1671,339,97,110,521,928,766,4.96,82,5,9,4170,1641,73,646,467,242,0.96,101,101
1929,3,152,84,67,897,5388,1594,251,47,136,482,709,605,3.97,68,9,13,4116,1536,102,387,431,158,0.97,100,97
1929,2,154,88,66,899,5379,1587,262,74,142,554,775,636,4.19,64,12,18,4098,1475,83,485,484,179,0.97,94,92
1929,1,151,104,46,901,5204,1539,288,76,122,543,615,519,3.44,70,9,24,4071,1371,73,487,573,148,0.97,104,100
1929,5,154,71,82,897,5484,1693,305,51,153,573,1032,918,6.13,45,5,24,4044,1743,122,616,369,189,0.96,106,110
1929,2,154,88,65,904,5490,1663,285,116,60,503,780,668,4.36,79,5,13,4137,1530,96,439,409,181,0.97,103,102
1929,4,154,79,73,733,5174,1426,277,64,46,589,713,622,4.08,83,15,10,4113,1469,100,462,415,156,0.97,104,104
1929,4,154,78,74,831,5364,1569,310,84,100,490,806,704,4.66,83,6,8,4077,1604,101,474,453,174,0.97,103,101
1929,5,153,71,81,730,5237,1445,244,66,48,556,776,653,4.34,62,3,17,4062,1429,48,496,494,191,0.96,101,100
1930,8,154,52,102,612,5286,1393,257,68,47,358,814,707,4.68,78,4,5,4080,1515,75,488,356,194,0.96,96,99
1930,4,154,86,68,871,5433,1654,303,73,122,481,738,614,4.03,74,13,15,4116,1480,115,394,526,169,0.97,99,99
1930,6,154,70,84,693,5356,1503,246,78,66,332,835,743,4.91,71,6,11,4083,1624,117,475,424,178,0.97,97,99
1930,7,154,62,92,729,5419,1496,256,90,63,389,884,712,4.71,63,2,10,4083,1629,74,407,471,233,0.96,96,99
1930,2,156,90,64,998,5581,1722,305,72,171,588,870,748,4.8,67,6,12,4209,1642,111,528,601,170,0.97,101,98
1930,7,154,59,95,665,5245,1475,265,67,74,445,857,754,5.08,61,6,11,4005,1650,75,394,361,161,0.97,94,97
1930,4,154,81,73,890,5439,1654,358,59,72,490,915,737,4.88,68,5,14,4080,1663,85,528,441,235,0.96,103,103
1930,5,154,75,79,783,5297,1504,298,90,82,461,833,706,4.7,68,4,17,4053,1507,86,570,574,188,0.96,102,104
1930,3,154,87,67,959,5553,1769,264,83,143,422,814,698,4.61,64,6,19,4089,1546,117,439,522,164,0.97,98,95
1930,3,154,86,68,1062,5448,1683,298,110,152,644,898,741,4.88,65,7,15,4101,1566,93,524,572,208,0.96,96,93
1930,1,154,102,52,951,5345,1573,319,74,125,599,751,652,4.28,72,8,21,4113,1457,84,488,672,145,0.97,105,101
1930,8,156,52,102,944,5667,1783,345,44,126,450,1199,1023,6.71,54,3,7,4116,1993,142,543,384,239,0.96,107,110
1930,5,154,80,74,891,5346,1622,285,119,86,494,928,792,5.24,80,7,13,4083,1730,128,438,393,216,0.96,100,100
1930,6,154,64,90,751,5278,1415,289,67,75,497,886,772,5.07,68,5,10,4113,1639,124,449,470,189,0.96,103,104
1930,1,154,92,62,1004,5512,1732,373,89,104,479,784,673,4.39,63,5,21,4140,1596,87,476,639,183,0.97,104,102
1930,2,154,94,60,892,5370,1620,300,98,57,537,689,602,3.96,78,6,14,4107,1367,52,504,524,155,0.97,101,99
1931,6,153,62,90,625,5379,1409,289,34,37,405,800,698,4.6,61,5,10,4098,1559,54,473,365,187,0.97,94,98
1931,4,153,79,73,681,5309,1464,240,77,71,409,673,579,3.84,64,9,18,4068,1520,56,351,546,187,0.96,100,99
1931,7,156,64,90,533,5296,1367,221,59,34,368,680,598,3.9,78,12,9,4140,1465,66,406,419,167,0.97,97,99
1931,8,156,56,97,704,5481,1423,238,69,27,483,939,778,5.04,54,6,10,4170,1613,82,588,421,246,0.96,94,97
1931,3,156,84,70,828,5451,1578,340,66,84,577,710,611,3.97,80,8,8,4155,1448,54,524,541,169,0.97,102,100
1931,8,154,58,96,592,5343,1439,241,70,21,403,742,631,4.22,70,7,6,4035,1545,51,399,317,165,0.97,93,96
1931,4,155,78,76,885,5445,1612,321,69,71,555,833,697,4.63,76,6,9,4062,1577,64,561,470,231,0.96,105,105
1931,7,154,61,93,651,5430,1456,292,69,43,480,836,706,4.59,86,5,6,4152,1549,79,597,511,221,0.96,103,104
1931,2,153,87,65,768,5372,1554,251,64,101,383,599,499,3.3,90,17,12,4080,1341,71,422,570,159,0.97,97,95
1931,2,155,94,59,1067,5608,1667,277,78,155,748,760,658,4.2,78,4,17,4230,1461,67,543,686,167,0.97,95,91
1931,1,153,107,45,858,5377,1544,311,64,118,528,626,526,3.47,97,12,16,4095,1342,73,457,574,140,0.97,106,103
1931,6,155,66,88,684,5375,1502,299,52,81,437,828,692,4.58,60,6,16,4080,1603,75,511,499,204,0.96,108,110
1931,5,155,75,79,636,5360,1425,243,70,41,493,691,565,3.66,89,9,5,4170,1489,55,442,345,193,0.96,98,99
1931,5,154,63,91,722,5374,1455,287,62,76,488,870,720,4.76,65,4,10,4086,1623,84,444,436,231,0.96,103,105
1931,1,154,101,53,815,5435,1554,353,74,60,432,614,531,3.45,80,17,20,4152,1470,65,449,626,160,0.97,105,103
1931,3,156,92,62,843,5576,1588,308,93,49,481,691,582,3.76,60,7,24,4182,1434,73,498,582,142,0.97,101,98
1932,8,154,43,111,566,5295,1331,253,57,53,469,915,760,5.02,42,3,7,4086,1574,79,612,365,231,0.96,95,99
1932,3,154,81,73,752,5433,1538,296,59,110,388,747,654,4.27,61,7,16,4137,1538,72,403,497,182,0.97,98,98
1932,5,155,77,77,649,5506,1460,262,53,63,347,655,555,3.53,72,8,8,4242,1483,61,420,440,152,0.97,96,97
1932,7,152,49,102,667,5336,1426,274,56,36,459,897,722,4.82,50,2,12,4044,1551,88,580,379,267,0.95,93,96
1932,1,154,90,64,720,5462,1519,296,60,69,398,633,535,3.44,79,9,7,4203,1444,68,409,527,173,0.97,100,98
1932,8,155,60,94,575,5443,1429,265,68,47,436,715,587,3.79,83,6,6,4182,1505,69,276,359,178,0.97,96,99
1932,4,153,87,65,845,5412,1544,310,74,78,566,747,630,4.12,94,6,8,4131,1506,70,446,439,189,0.96,109,107
1932,5,153,76,75,799,5409,1479,291,80,80,486,787,651,4.3,67,9,17,4086,1421,89,592,521,186,0.96,104,105
1932,6,154,72,82,755,5530,1527,263,54,116,348,706,585,3.83,57,3,16,4125,1533,112,387,506,191,0.96,98,96
1932,1,156,107,47,1002,5477,1564,279,82,160,766,724,623,3.98,96,11,15,4224,1425,93,561,780,190,0.96,96,92
1932,2,154,94,60,981,5537,1606,303,52,172,647,752,685,4.45,95,10,10,4158,1477,112,511,595,123,0.98,104,101
1932,4,154,78,76,844,5510,1608,330,67,122,446,796,687,4.47,59,4,17,4152,1589,107,450,459,194,0.96,112,114
1932,2,154,86,68,701,5421,1543,274,90,48,358,711,574,3.75,71,12,12,4131,1472,86,338,377,185,0.96,97,97
1932,6,154,63,91,736,5449,1502,274,69,67,507,898,766,5.01,63,7,11,4128,1592,103,574,496,187,0.96,105,108
1932,6,156,72,82,684,5458,1467,307,51,76,420,717,616,3.97,70,13,9,4188,1533,76,455,681,168,0.97,104,102
1932,3,154,93,61,840,5515,1565,303,100,61,505,716,639,4.16,66,11,22,4149,1463,73,526,437,125,0.97,99,96
1933,7,149,63,86,700,5201,1407,294,56,50,525,758,641,4.35,60,4,14,3981,1396,75,591,467,206,0.96,103,103
1933,6,157,65,88,617,5367,1413,224,51,62,397,695,574,3.73,71,9,10,4158,1502,51,374,415,177,0.97,96,96
1933,4,156,83,71,552,5243,1320,217,56,54,326,531,461,2.96,85,15,16,4209,1391,54,355,383,130,0.97,92,92
1933,6,151,67,83,683,5318,1448,231,53,43,538,814,678,4.45,53,8,13,4113,1505,85,519,423,186,0.97,95,98
1933,3,154,86,68,646,5255,1422,256,51,72,392,536,443,2.93,95,16,9,4086,1316,51,413,488,168,0.97,100,99
1933,8,153,58,94,496,5156,1267,208,37,34,349,643,514,3.42,74,13,8,4056,1470,47,257,310,177,0.97,97,101
1933,4,151,75,76,654,5240,1366,218,77,50,448,669,556,3.71,74,12,7,4050,1382,60,465,437,157,0.97,106,106
1933,5,155,75,79,722,5502,1479,283,78,57,475,733,614,3.95,69,6,17,4194,1415,84,561,575,178,0.97,102,101
1933,1,156,91,61,636,5461,1437,204,41,82,377,515,424,2.71,75,23,15,4224,1280,61,400,555,178,0.97,99,97
1933,2,152,91,59,927,5274,1495,241,75,144,700,768,656,4.36,70,8,22,4062,1426,66,612,711,164,0.97,95,91
1933,3,152,79,72,875,5330,1519,298,56,139,625,853,718,4.81,69,6,14,4029,1523,77,644,423,203,0.96,101,100
1933,7,152,60,92,607,5261,1439,240,41,60,381,760,644,4.34,52,10,13,4008,1563,87,410,341,183,0.97,112,114
1933,2,154,87,67,667,5429,1548,249,84,39,366,619,499,3.27,70,16,12,4119,1417,54,313,401,166,0.97,100,99
1933,8,153,55,96,669,5285,1337,244,64,64,520,820,728,4.82,55,7,10,4080,1574,96,531,426,150,0.97,106,108
1933,5,154,82,71,687,5387,1486,256,61,57,391,609,517,3.37,73,11,16,4146,1391,55,452,635,160,0.97,106,105
1933,1,153,99,53,850,5524,1586,281,86,60,539,665,590,3.82,68,5,26,4167,1415,64,452,447,133,0.97,99,98
1934,4,153,76,76,820,5339,1465,287,70,51,610,775,653,4.32,68,9,9,4083,1527,70,543,538,189,0.96,105,105
1934,6,153,71,81,748,5427,1526,284,52,79,548,795,674,4.48,66,6,12,4062,1540,81,475,520,180,0.97,95,96
1934,4,152,78,73,683,5370,1460,233,44,83,375,714,621,4.11,62,12,20,4077,1512,78,405,462,169,0.97,92,94
1934,8,153,53,99,704,5301,1395,237,40,71,565,946,815,5.41,72,5,8,4065,1599,139,628,506,207,0.96,103,105
1934,3,152,86,65,705,5347,1494,263,44,101,375,639,569,3.76,73,11,9,4083,1432,80,417,633,137,0.97,99,96
1934,8,152,52,99,590,5361,1428,227,65,55,313,801,654,4.37,51,3,19,4041,1645,61,389,438,181,0.97,96,100
1934,3,154,85,69,814,5396,1550,340,46,100,526,763,650,4.28,72,8,19,4101,1476,70,582,554,170,0.97,101,100
1934,1,154,101,53,958,5475,1644,349,53,74,639,708,618,4.06,74,13,14,4110,1467,86,488,640,156,0.97,100,98
1934,2,153,93,60,760,5396,1485,240,41,126,406,583,486,3.19,68,13,30,4110,1384,75,351,499,179,0.97,98,96
1934,2,154,94,60,842,5368,1494,226,61,135,700,669,577,3.76,83,13,10,4146,1349,71,542,656,160,0.97,94,91
1934,5,153,68,82,764,5317,1491,236,50,144,491,838,744,5.01,68,8,8,4011,1429,84,693,480,196,0.96,96,98
1934,7,149,56,93,675,5218,1480,286,35,56,398,794,686,4.76,52,8,15,3891,1501,126,437,416,197,0.96,113,116
1934,5,151,74,76,735,5361,1541,281,77,52,440,713,620,4.2,63,8,8,3987,1523,78,354,487,145,0.97,103,102
1934,6,154,67,85,674,5288,1417,252,59,62,514,800,674,4.49,50,6,20,4050,1499,94,632,499,187,0.96,107,110
1934,1,154,95,58,799,5502,1582,294,75,104,392,656,568,3.69,78,15,16,4158,1463,77,411,689,166,0.97,107,104
1934,7,155,66,86,729,5448,1512,278,70,51,570,806,718,4.68,61,4,12,4143,1622,74,503,412,161,0.97,96,96
1935,4,154,78,75,718,5288,1458,281,63,69,609,732,619,4.05,82,6,11,4128,1520,67,520,470,190,0.96,107,106
1935,5,154,70,83,711,5410,1496,235,62,59,430,767,637,4.22,62,11,20,4074,1519,88,436,480,188,0.96,98,99
1935,8,153,38,115,575,5309,1396,233,33,75,353,852,729,4.93,54,6,5,3990,1645,81,404,355,197,0.96,92,94
1935,5,153,74,78,738,5314,1460,262,42,74,580,750,662,4.38,80,8,8,4080,1443,105,574,436,145,0.97,102,103
1935,1,154,100,54,847,5486,1581,303,62,88,464,597,505,3.26,81,12,14,4182,1417,85,400,589,186,0.97,101,98
1935,6,154,68,85,646,5296,1403,244,68,73,392,772,648,4.3,59,9,13,4068,1490,65,438,500,204,0.96,96,98
1935,3,156,82,71,776,5534,1573,324,77,93,460,739,644,4.15,67,12,21,4188,1527,68,457,498,174,0.97,102,102
1935,1,152,93,58,919,5423,1573,301,83,106,627,665,579,3.82,87,16,11,4092,1440,78,522,584,126,0.97,96,93
1935,3,156,91,62,770,5623,1608,248,56,123,392,675,589,3.78,76,10,11,4209,1433,106,411,524,174,0.97,99,96
1935,2,149,89,60,818,5214,1462,255,70,104,604,632,532,3.6,76,12,13,3993,1276,91,516,594,151,0.97,95,91
1935,8,149,58,91,710,5269,1470,243,44,112,475,869,754,5.12,58,7,10,3978,1486,73,704,469,189,0.96,99,102
1935,7,156,64,89,685,5442,1466,249,32,92,392,871,727,4.76,53,8,15,4122,1652,106,505,475,228,0.96,110,113
1935,4,153,86,67,743,5415,1543,255,90,66,457,647,519,3.42,76,15,11,4095,1428,63,312,549,190,0.96,103,102
1935,7,155,65,87,718,5365,1446,291,51,73,593,930,807,5.26,42,4,15,4140,1667,92,641,435,186,0.97,104,107
1935,2,154,96,58,829,5457,1548,286,59,86,404,625,541,3.52,73,10,18,4152,1445,68,377,602,163,0.97,104,102
1935,6,154,67,86,823,5592,1591,255,95,32,596,903,804,5.25,67,5,12,4134,1672,89,613,456,171,0.97,97,98
1936,6,155,74,80,775,5383,1485,288,62,86,584,764,669,4.39,78,11,9,4116,1501,78,552,584,162,0.97,106,106
1936,7,156,67,87,662,5574,1518,263,43,33,390,752,620,3.98,59,7,18,4209,1466,84,528,651,202,0.96,101,103
1936,6,157,71,83,631,5478,1450,207,45,67,433,715,619,3.94,61,7,13,4239,1566,69,451,421,189,0.97,93,95
1936,4,153,81,70,920,5466,1597,282,56,60,684,873,767,5.06,80,5,8,4095,1603,104,578,414,168,0.97,104,103
1936,2,154,87,67,755,5409,1545,275,36,76,491,603,544,3.54,77,18,10,4146,1413,77,434,597,146,0.97,103,99
1936,5,154,74,80,722,5393,1476,224,73,82,410,760,641,4.22,50,6,23,4101,1576,51,418,459,191,0.96,93,95
1936,5,157,80,74,921,5646,1715,357,82,123,514,862,745,4.83,74,6,12,4167,1604,73,607,619,182,0.97,103,102
1936,2,154,83,71,921,5464,1638,326,55,94,640,871,756,5,76,13,13,4080,1568,100,562,526,154,0.97,100,98
1936,1,154,92,62,742,5449,1529,237,48,97,431,621,532,3.46,60,12,22,4155,1458,75,401,500,168,0.97,100,97
1936,1,155,102,51,1065,5591,1676,315,83,182,700,731,649,4.17,77,6,21,4200,1474,84,663,624,163,0.97,97,93
1936,8,154,53,100,714,5373,1443,240,60,72,524,1045,913,6.08,68,3,12,4056,1645,131,696,405,208,0.96,97,101
1936,8,154,54,100,726,5465,1538,250,46,103,451,874,704,4.64,51,7,14,4095,1630,87,515,454,237,0.95,111,114
1936,4,156,84,70,804,5586,1596,283,80,60,517,718,603,3.89,67,5,12,4185,1475,74,379,559,199,0.96,102,101
1936,7,155,57,95,804,5391,1502,299,66,79,625,1064,935,6.24,54,3,13,4044,1776,115,609,399,188,0.96,102,106
1936,2,155,87,67,795,5537,1554,332,60,88,442,794,694,4.47,65,5,24,4194,1610,89,434,559,154,0.97,99,98
1936,3,153,82,71,889,5433,1601,293,84,62,576,799,684,4.58,78,8,14,4035,1484,73,588,462,182,0.97,94,95
1937,5,154,80,72,821,5354,1506,269,64,100,601,775,680,4.48,74,6,14,4098,1518,92,597,682,175,0.97,104,103
1937,6,155,62,91,616,5295,1401,258,53,37,469,772,625,4.13,63,5,8,4086,1470,68,476,592,216,0.96,102,104
1937,5,152,79,73,579,5124,1265,200,41,63,485,556,486,3.22,85,16,10,4077,1344,60,372,387,157,0.97,91,91
1937,3,154,86,68,780,5277,1478,280,76,67,549,730,626,4.17,70,15,21,4053,1435,115,532,533,174,0.97,100,100
1937,2,154,93,61,811,5349,1537,253,74,96,538,682,609,3.97,73,11,13,4143,1434,91,502,596,151,0.97,104,102
1937,8,155,56,98,612,5230,1329,215,59,73,437,707,595,3.94,64,10,18,4074,1428,38,533,581,208,0.96,95,95
1937,4,156,83,71,817,5353,1499,304,76,103,570,768,665,4.39,64,4,15,4092,1529,61,566,630,157,0.97,98,97
1937,2,155,89,65,935,5516,1611,309,62,150,656,841,746,4.87,70,6,11,4134,1521,102,635,485,147,0.97,102,101
1937,1,152,95,57,732,5329,1484,251,41,111,412,602,519,3.43,67,11,17,4083,1341,85,404,653,159,0.97,102,100
1937,1,157,102,52,979,5487,1554,282,73,174,709,671,566,3.65,82,15,21,4188,1417,92,506,652,169,0.97,102,97
1937,7,154,54,97,699,5228,1398,278,60,94,583,854,719,4.85,65,6,9,4005,1490,105,613,469,198,0.96,98,101
1937,7,155,61,92,724,5424,1482,258,37,103,478,869,770,5.05,59,6,15,4119,1629,116,501,529,184,0.97,109,112
1937,3,154,86,68,704,5433,1550,223,86,47,463,646,540,3.56,67,12,17,4098,1398,71,428,643,181,0.97,100,98
1937,8,156,46,108,715,5510,1573,327,44,71,514,1023,909,6,55,2,8,4089,1768,143,653,468,174,0.97,100,104
1937,4,157,81,73,789,5476,1543,264,67,94,385,733,616,3.98,81,10,4,4176,1546,95,448,571,164,0.97,102,101
1937,6,158,73,80,757,5578,1559,245,84,47,591,841,711,4.58,75,5,14,4194,1498,96,671,524,170,0.97,95,96
1938,2,150,88,61,902,5229,1566,298,56,98,650,751,652,4.46,67,10,15,3948,1472,102,528,484,187,0.96,105,103
1938,7,151,69,80,704,5142,1322,225,79,61,611,710,602,4.07,56,12,14,3996,1464,88,446,469,157,0.97,103,104
1938,5,153,77,75,561,5250,1311,199,39,54,424,618,521,3.4,83,15,12,4140,1375,66,465,413,173,0.97,89,90
1938,6,149,65,83,709,5199,1439,239,55,67,514,752,638,4.36,83,5,9,3948,1449,101,550,432,195,0.96,103,103
1938,1,154,89,63,713,5333,1435,242,70,65,522,598,523,3.37,67,16,18,4188,1414,71,454,583,135,0.97,103,101
1938,4,151,82,68,723,5391,1495,251,57,110,366,634,548,3.62,72,11,16,4086,1329,75,463,542,169,0.97,98,97
1938,3,153,86,66,847,5356,1506,300,89,113,550,782,692,4.6,68,5,17,4059,1416,100,681,717,152,0.97,98,97
1938,4,155,84,70,862,5270,1434,219,52,137,693,795,717,4.79,75,3,11,4044,1532,110,608,435,147,0.97,107,106
1938,3,152,83,67,705,5255,1424,210,36,125,465,637,543,3.62,59,8,18,4047,1370,87,389,497,168,0.97,101,100
1938,1,157,99,53,966,5410,1480,283,63,174,749,710,600,3.91,91,11,13,4146,1436,85,566,567,169,0.97,100,95
1938,8,154,53,99,726,5229,1410,243,62,98,605,956,806,5.48,56,4,12,3972,1573,142,599,473,204,0.96,96,100
1938,8,151,45,105,550,5192,1318,233,29,40,423,840,728,4.93,68,3,6,3987,1516,76,582,492,201,0.96,99,105
1938,2,152,86,64,707,5422,1511,265,66,65,485,630,530,3.46,57,8,15,4137,1406,71,432,557,163,0.97,100,100
1938,7,156,55,97,755,5333,1498,273,36,92,590,962,866,5.8,71,3,7,4032,1584,132,737,632,145,0.97,99,104
1938,6,156,71,80,725,5528,1542,288,74,91,412,721,591,3.84,58,10,16,4152,1482,77,474,534,199,0.96,105,104
1938,5,152,75,76,814,5474,1602,278,72,85,573,873,746,4.94,59,6,11,4080,1472,92,655,515,179,0.97,93,94
1939,2,152,89,62,890,5308,1543,287,57,124,591,795,684,4.56,52,4,20,4050,1533,77,543,539,179,0.97,104,102
1939,3,157,84,69,708,5350,1420,265,57,78,564,645,570,3.64,69,9,13,4230,1431,93,399,528,176,0.97,105,104
1939,7,152,63,88,572,5286,1395,199,39,56,366,659,560,3.71,68,11,15,4074,1400,63,513,430,181,0.97,92,94
1939,4,155,85,69,755,5279,1451,220,56,64,579,737,659,4.31,62,5,21,4131,1470,99,454,535,167,0.97,103,103
1939,4,156,84,70,724,5293,1407,263,62,91,523,678,588,3.8,72,8,13,4176,1504,74,430,584,186,0.97,102,100
